INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Albert19', 'SAlbert344$','Albert', 'Salcido', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2015-02-21', 'alberts295@gmail.com','My name is Albert, I am 155lbs at 6 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Johnny925', 'BJohnny263$','Johnny', 'Bitner', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2021-05-13', 'johnnyb98@gmail.com','My name is Johnny, I am 233lbs at 5 foot 8 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('hazel937', 'SHazel326#','Hazel', 'Smith', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2018-10-20', 'hazels50@gmail.com','My name is Hazel, I weigh 227lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Thomas792', 'MThomas671&','Thomas', 'Madho', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2019-05-16', 'thomasm240@gmail.com','My name is Thomas, I am 167lbs at 6 foot 2 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('melissa978', 'LMelissa69#','Melissa', 'Longstreet', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2019-12-30', 'melissal498@gmail.com','My name is Melissa, I weigh 174lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Thomas491', 'WThomas385#','Thomas', 'Walker', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2017-12-19', 'thomasw153@gmail.com','My name is Thomas, I am 163lbs at 5 foot 10 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('david660', 'NDavid93$','David', 'Nesbitt', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2017-03-15', 'davidn472@gmail.com','My name is David, I weigh 167lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jonathan564', 'GJonathan94$','Jonathan', 'Gullo', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2021-01-11', 'jonathang460@gmail.com','My name is Jonathan, I am 167lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('isabel560', 'MIsabel671!','Isabel', 'Mcgraw', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2013-04-28', 'isabelm253@gmail.com','My name is Isabel, I weigh 151lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Susan39', 'YSusan107#','Susan', 'Yann', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2021-10-08', 'susany20@gmail.com','My name is Susan, I am 172lbs at 5 foot 9 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('florence815', 'SFlorence554!','Florence', 'Schroeder', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2018-06-07', 'florences548@gmail.com','My name is Florence, I weigh 234lbs at 5 foot 8 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jessica259', 'VJessica926&','Jessica', 'Vincent', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2017-11-05', 'jessicav288@gmail.com','My name is Jessica, I am 199lbs at 5 foot 8 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('therese379', 'MTherese927&','Therese', 'Melear', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2019-08-07', 'theresem343@gmail.com','My name is Therese, I weigh 150lbs at 5 foot 9 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Willie650', 'JWillie634$','Willie', 'Jones', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2013-07-12', 'williej455@gmail.com','My name is Willie, I am 216lbs at 6 foot 10 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('steven165', 'MSteven943!','Steven', 'Molloy', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2018-02-10', 'stevenm508@gmail.com','My name is Steven, I weigh 158lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Yi703', 'WYi353$','Yi', 'Webster', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2019-12-10', 'yiw191@gmail.com','My name is Yi, I am 133lbs at 5 foot 5 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('willis812', 'SWillis966!','Willis', 'Speedy', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2014-10-01', 'williss522@gmail.com','My name is Willis, I weigh 170lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Sarah553', 'JSarah161$','Sarah', 'Jines', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2018-08-30', 'sarahj331@gmail.com','My name is Sarah, I am 210lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('peter819', 'DPeter281!','Peter', 'Dunbar', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2013-01-12', 'peterd513@gmail.com','My name is Peter, I weigh 131lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Sallie359', 'KSallie470!','Sallie', 'Kepner', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2020-02-25', 'salliek473@gmail.com','My name is Sallie, I am 118lbs at 5 foot 8 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('matthew199', 'MMatthew937#','Matthew', 'Manora', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2021-04-08', 'matthewm177@gmail.com','My name is Matthew, I weigh 215lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Sara549', 'CSara575!','Sara', 'Clark', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2021-02-21', 'sarac177@gmail.com','My name is Sara, I am 192lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('joan477', 'CJoan589#','Joan', 'Crawford', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2012-06-07', 'joanc355@gmail.com','My name is Joan, I weigh 280lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Gus77', 'PGus421&','Gus', 'Palermo', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2020-03-29', 'gusp495@gmail.com','My name is Gus, I am 230lbs at 6 foot 2 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('thomas667', 'TThomas343!','Thomas', 'Turner', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2021-03-26', 'thomast22@gmail.com','My name is Thomas, I weigh 121lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Barbara713', 'RBarbara487!','Barbara', 'Randall', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2018-01-26', 'barbarar188@gmail.com','My name is Barbara, I am 194lbs at 5 foot 2 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('allen886', 'JAllen783$','Allen', 'Johnson', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2015-01-29', 'allenj344@gmail.com','My name is Allen, I weigh 172lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('William755', 'VWilliam143&','William', 'Valentin', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2019-01-07', 'williamv450@gmail.com','My name is William, I am 270lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('maggie207', 'HMaggie153!','Maggie', 'Hodgdon', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2016-01-16', 'maggieh503@gmail.com','My name is Maggie, I weigh 142lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Bonnie954', 'MBonnie147#','Bonnie', 'Muriel', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2013-05-20', 'bonniem168@gmail.com','My name is Bonnie, I am 148lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('norman500', 'JNorman228$','Norman', 'Jones', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2019-01-03', 'normanj548@gmail.com','My name is Norman, I weigh 279lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jennifer908', 'TJennifer944$','Jennifer', 'Trajillo', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2021-10-28', 'jennifert465@gmail.com','My name is Jennifer, I am 197lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('natalie780', 'RNatalie733!','Natalie', 'Rozon', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2013-12-10', 'natalier238@gmail.com','My name is Natalie, I weigh 188lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Sarah654', 'CSarah948!','Sarah', 'Cloutier', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2017-05-31', 'sarahc214@gmail.com','My name is Sarah, I am 228lbs at 6 foot 10 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('christine271', 'RChristine897!','Christine', 'Renova', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2016-10-11', 'christiner438@gmail.com','My name is Christine, I weigh 237lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jennifer794', 'CJennifer774#','Jennifer', 'Creighton', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2013-10-25', 'jenniferc398@gmail.com','My name is Jennifer, I am 215lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('christene258', 'JChristene819!','Christene', 'Jacquez', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2021-02-03', 'christenej538@gmail.com','My name is Christene, I weigh 178lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Calvin670', 'SCalvin319$','Calvin', 'Scheel', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2014-02-04', 'calvins63@gmail.com','My name is Calvin, I am 225lbs at 5 foot 10 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('arthur640', 'WArthur951#','Arthur', 'Wyatt', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2013-06-10', 'arthurw535@gmail.com','My name is Arthur, I weigh 269lbs at 5 foot 8 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Robert388', 'TRobert407&','Robert', 'Turner', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2020-11-23', 'robertt486@gmail.com','My name is Robert, I am 266lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('cheryl215', 'BCheryl891@','Cheryl', 'Benavides', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2017-08-19', 'cherylb492@gmail.com','My name is Cheryl, I weigh 201lbs at 5 foot 9 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Stephanie735', 'RStephanie512!','Stephanie', 'Rodriguez', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2018-04-09', 'stephanier68@gmail.com','My name is Stephanie, I am 170lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('carlos69', 'JCarlos56!','Carlos', 'Johnson', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2019-08-09', 'carlosj77@gmail.com','My name is Carlos, I weigh 246lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Veronica515', 'LVeronica359!','Veronica', 'Luker', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2013-11-25', 'veronical113@gmail.com','My name is Veronica, I am 184lbs at 6 foot 2 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('sylvia660', 'PSylvia230#','Sylvia', 'Peace', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2013-11-04', 'sylviap465@gmail.com','My name is Sylvia, I weigh 174lbs at 5 foot 10 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Rosa75', 'SRosa505$','Rosa', 'Sanchez', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2015-02-11', 'rosas198@gmail.com','My name is Rosa, I am 257lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('dorothy452', 'GDorothy538#','Dorothy', 'Germann', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2018-05-19', 'dorothyg456@gmail.com','My name is Dorothy, I weigh 167lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('David774', 'DDavid732&','David', 'Dixon', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2012-02-16', 'davidd196@gmail.com','My name is David, I am 150lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('ned73', 'CNed541!','Ned', 'Carey', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2021-07-14', 'nedc123@gmail.com','My name is Ned, I weigh 127lbs at 5 foot 10 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Gary744', 'RGary999!','Gary', 'Roberts', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2020-08-18', 'garyr415@gmail.com','My name is Gary, I am 244lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('david254', 'GDavid202@','David', 'Gonyea', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2020-08-13', 'davidg370@gmail.com','My name is David, I weigh 185lbs at 5 foot 6 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jessica675', 'EJessica968$','Jessica', 'England', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2012-11-21', 'jessicae267@gmail.com','My name is Jessica, I am 177lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('catherine904', 'HCatherine327$','Catherine', 'Hartzog', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2020-02-24', 'catherineh121@gmail.com','My name is Catherine, I weigh 136lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Juan416', 'LJuan892#','Juan', 'Lujan', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2017-08-08', 'juanl321@gmail.com','My name is Juan, I am 228lbs at 6 foot 9 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('laura670', 'CLaura165!','Laura', 'Chatman', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2018-07-29', 'laurac483@gmail.com','My name is Laura, I weigh 256lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Susan493', 'WSusan23!','Susan', 'Weyandt', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2018-01-14', 'susanw516@gmail.com','My name is Susan, I am 232lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('geraldine582', 'LGeraldine205$','Geraldine', 'Lee', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2012-05-30', 'geraldinel387@gmail.com','My name is Geraldine, I weigh 208lbs at 5 foot 2 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Sheila426', 'ASheila517$','Sheila', 'Austin', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2015-08-14', 'sheilaa368@gmail.com','My name is Sheila, I am 147lbs at 5 foot 9 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('elaine318', 'HElaine371#','Elaine', 'Helms', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2021-10-23', 'elaineh41@gmail.com','My name is Elaine, I weigh 153lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Paul491', 'SPaul127#','Paul', 'Salazar', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2014-11-02', 'pauls528@gmail.com','My name is Paul, I am 210lbs at 5 foot 5 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('yolanda119', 'MYolanda252!','Yolanda', 'Martinez', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2016-06-22', 'yolandam427@gmail.com','My name is Yolanda, I weigh 257lbs at 5 foot 4 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jennifer942', 'LJennifer460!','Jennifer', 'Lint', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2012-04-23', 'jenniferl505@gmail.com','My name is Jennifer, I am 210lbs at 5 foot 7 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('matthew7', 'BMatthew697&','Matthew', 'Brant', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2019-01-10', 'matthewb501@gmail.com','My name is Matthew, I weigh 163lbs at 5 foot 8 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Deborah291', 'RDeborah649#','Deborah', 'Ruggles', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2018-05-12', 'deborahr309@gmail.com','My name is Deborah, I am 192lbs at 6 foot 9 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('barry86', 'PBarry214@','Barry', 'Pirtle', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2014-11-16', 'barryp534@gmail.com','My name is Barry, I weigh 277lbs at 5 foot 11 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('David673', 'MDavid22#','David', 'Meeler', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2017-06-10', 'davidm333@gmail.com','My name is David, I am 202lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('james835', 'JJames149$','James', 'Jenkins', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/anush?alt=media&token=e551fed7-b497-46ae-8289-39117e5096ff', '2018-11-23', 'jamesj399@gmail.com','My name is James, I weigh 195lbs at 5 foot 3 and I love Gym Notebook!');
INSERT INTO Users(username, userPassword, firstName, lastName, imagePath, DoB, email, profileBio) VALUES ('Jessica290', 'TJessica538#','Jessica', 'Thomas', 'https://firebasestorage.googleapis.com/v0/b/gymapp-470.appspot.com/o/ronnie?alt=media&token=a90347c4-0489-4879-b629-688935624fff', '2018-09-10', 'jessicat192@gmail.com','My name is Jessica, I am 280lbs at 5 foot 4 and I love Gym Notebook!');
